Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain
1972,Basic,Married,25224.0,1,0,3213,36,4,9,12,11,2,8,2,1,1,3,3,0,0
1968,Graduation,Together,77382.0,0,1,3106,36,491,48,231,112,105,134,2,5,7,12,1,0,0
1967,PhD,Divorced,28420.0,1,0,3295,36,4,2,5,2,0,0,1,1,0,2,6,0,0
1977,Graduation,Divorced,32952.0,1,0,3641,36,38,0,12,3,1,1,1,2,0,3,7,0,0
1975,Graduation,Married,46149.0,0,1,3320,36,254,6,71,4,0,27,5,5,1,7,5,0,0
1947,PhD,Together,73059.0,0,1,3410,36,410,112,420,0,82,71,1,9,3,13,4,0,0
1947,PhD,Together,73059.0,0,1,3410,36,410,112,420,0,82,71,1,9,3,13,4,0,0
1959,Graduation,Married,35701.0,0,0,3575,36,21,1,9,7,3,5,1,1,0,3,6,0,0
1983,Master,Single,89616.0,0,0,3597,36,671,47,655,145,111,15,1,7,5,12,2,1,0
1970,Graduation,Together,105471.0,0,0,3632,36,1009,181,104,202,21,207,0,9,8,13,3,1,0
1948,Master,Widow,78427.0,0,0,3721,36,972,19,595,180,26,138,3,3,7,10,3,1,0
1986,Graduation,Married,22518.0,1,0,3723,36,11,7,12,2,2,27,2,2,1,2,5,1,0
1976,Graduation,Married,59809.0,0,2,3727,36,598,16,141,32,41,49,3,3,3,6,8,0,0
1982,Graduation,Single,39660.0,1,0,3798,36,139,13,78,20,13,36,3,7,1,3,9,1,0
1950,2n Cycle,Together,52203.0,0,0,3806,36,488,21,238,56,108,28,1,8,7,11,6,0,0
1973,PhD,Single,35860.0,1,1,3149,37,15,0,8,4,2,20,2,1,1,2,5,1,0
1973,PhD,Divorced,35860.0,1,1,3149,37,15,0,8,4,2,20,2,1,1,2,5,0,0
1973,PhD,Divorced,35860.0,1,1,3149,37,15,0,8,4,2,20,2,1,1,2,5,0,0
1973,PhD,Divorced,35860.0,1,1,3149,37,15,0,8,4,2,20,2,1,1,2,5,1,0
1950,PhD,Widow,76842.0,0,0,3224,37,605,10,345,84,54,32,1,1,8,7,0,0,0
1951,Graduation,Single,15033.0,0,0,3182,37,0,4,5,6,0,4,1,1,0,3,3,0,0
1970,PhD,Married,67353.0,0,1,3288,37,702,17,151,0,8,35,5,5,6,12,2,0,0
1975,2n Cycle,Married,17003.0,1,0,3398,37,2,5,12,4,8,7,3,2,0,4,5,0,0
1965,Master,Together,65735.0,1,1,3460,37,239,7,119,4,15,11,5,6,2,6,7,0,0
1971,Graduation,Widow,45684.0,1,0,3610,37,5,1,5,10,0,7,1,1,0,2,7,0,0
1969,Graduation,Together,21918.0,1,0,3335,37,1,6,7,11,5,3,2,2,0,3,6,0,0
1978,Graduation,Married,51267.0,1,1,3351,37,183,2,64,7,2,12,4,3,3,5,4,0,0
1972,Graduation,Together,59868.0,0,1,3450,37,771,51,154,54,10,154,7,11,2,12,6,0,0
1991,Graduation,Married,51373.0,0,0,3480,37,83,2,101,64,26,117,1,3,5,3,4,0,0
1958,Master,Together,46692.0,0,1,3496,37,170,6,97,24,12,88,3,6,1,5,6,0,0
1971,Master,Together,157733.0,1,0,3557,37,39,1,9,2,0,8,0,1,0,1,1,0,0
1950,PhD,Married,54432.0,2,1,3405,37,33,0,5,0,0,0,1,1,0,3,4,0,0
1984,Graduation,Single,79607.0,0,0,3542,37,450,133,951,173,0,216,1,3,6,6,1,1,0
1972,Graduation,Divorced,51813.0,1,1,3345,37,51,2,7,0,1,2,2,2,0,3,7,0,0
1989,Basic,Married,17487.0,1,0,3576,37,0,0,1,7,4,6,1,1,0,2,7,0,0
1968,PhD,Together,40706.0,2,1,3636,37,59,0,11,4,2,5,4,3,0,4,7,0,0
1959,PhD,Divorced,62859.0,0,1,3654,37,1063,89,102,16,12,25,4,9,4,6,6,0,0
1958,Graduation,Married,61074.0,0,1,3789,37,789,0,133,0,28,152,7,11,5,8,7,0,0
1969,Graduation,Widow,43638.0,0,1,3859,37,63,10,83,7,19,19,2,4,1,4,7,0,0
1956,Graduation,Married,58116.0,0,1,3185,38,228,19,130,4,11,51,2,3,3,8,2,0,0
1969,PhD,Widow,62187.0,0,1,3207,38,512,0,83,0,0,41,3,6,2,10,4,0,0
1954,Graduation,Single,46344.0,1,1,3073,38,11,1,6,2,1,6,2,1,1,2,5,0,0
1980,Graduation,Married,77353.0,0,1,3303,38,275,59,107,69,101,59,2,6,4,8,4,0,0
1966,PhD,Single,69759.0,0,0,3352,38,452,20,514,13,30,0,3,4,6,5,3,1,0
1986,Graduation,Divorced,21846.0,1,0,3358,38,7,17,18,6,10,26,4,4,0,3,8,0,0
1975,Graduation,Together,76532.0,1,1,3401,38,355,30,177,90,138,30,4,9,5,7,5,0,0
1965,Master,Married,70053.0,0,1,3587,38,512,53,98,81,179,89,3,8,5,10,5,0,0
1958,2n Cycle,Single,75342.0,0,1,3497,38,204,97,97,21,118,26,1,5,2,10,4,0,0
1982,Master,Together,27590.0,1,0,3540,38,6,0,5,0,0,1,1,1,0,2,7,0,0
1973,Graduation,Married,51148.0,1,1,3604,38,235,6,45,8,9,12,4,5,1,6,6,0,0
1963,Graduation,Divorced,33378.0,1,1,3500,38,33,6,40,3,7,10,3,2,0,4,7,0,0
1973,PhD,Married,32644.0,1,0,3637,38,239,3,141,0,7,23,4,7,1,6,8,0,0
1969,PhD,Married,33581.0,2,0,3440,38,11,0,5,0,0,1,1,1,0,2,8,0,0
1978,2n Cycle,Married,12393.0,0,0,3916,38,5,6,15,11,7,13,1,2,0,3,9,0,0
1984,PhD,Single,42710.0,1,0,3686,38,252,3,42,4,3,102,2,4,5,3,6,0,0
1957,2n Cycle,Married,82347.0,0,0,3856,38,556,54,845,202,133,63,1,7,7,10,3,0,0
1957,2n Cycle,Married,82347.0,0,0,3856,38,556,54,845,202,133,63,1,7,7,10,3,1,0
1955,PhD,Married,22554.0,1,1,3948,38,27,0,10,0,0,4,4,2,0,4,5,0,0
1987,Graduation,Married,17323.0,0,0,3735,38,3,14,17,6,1,5,1,1,0,3,8,0,0
1960,Graduation,Divorced,62204.0,0,2,3675,38,317,46,247,151,46,139,1,4,5,12,3,0,0
1956,PhD,Widow,78028.0,0,1,3736,38,158,19,288,25,0,38,1,6,4,9,7,1,0
1962,Graduation,Divorced,63887.0,0,1,3797,38,897,23,207,15,11,92,5,9,6,12,6,0,0
1965,PhD,Together,32727.0,0,0,3778,38,167,13,180,86,13,70,2,7,3,5,8,0,0
1985,Graduation,Together,29103.0,1,0,3779,38,16,0,17,6,3,6,2,1,0,3,9,0,0
1965,Graduation,Married,61482.0,0,0,3110,39,48,58,68,16,66,43,1,3,2,6,2,0,0
1970,Graduation,Single,20587.0,1,0,2979,39,2,3,6,4,1,9,1,1,1,2,7,0,0
1970,Graduation,Single,20587.0,1,0,2979,39,2,3,6,4,1,9,1,1,1,2,7,0,0
1976,PhD,Together,52190.0,1,1,3071,39,42,0,17,0,0,18,3,2,1,3,5,0,0
1974,Graduation,Together,48186.0,1,0,3209,39,97,3,66,12,7,34,3,4,1,4,7,0,0
1968,Graduation,Married,19329.0,1,0,3305,39,24,1,16,12,2,5,3,4,0,3,8,0,0
1971,Master,Married,34109.0,0,1,3491,39,9,1,5,2,1,4,1,0,0,3,4,0,0
1986,Graduation,Married,23477.0,1,0,3359,39,38,15,54,3,8,29,3,3,0,4,8,0,0
1966,PhD,Together,47472.0,1,1,3394,39,56,0,11,0,0,8,2,2,0,4,5,0,0
1976,PhD,Divorced,14849.0,1,0,3615,39,21,2,28,3,2,9,3,2,0,4,8,0,0
1978,2n Cycle,Married,26224.0,1,0,3557,39,4,7,15,13,9,15,3,2,1,3,6,0,0
1962,PhD,Single,27238.0,1,1,3543,39,37,0,17,0,0,3,3,3,0,3,9,0,0
1962,Graduation,Single,57967.0,0,1,3591,39,229,7,137,4,0,91,5,4,2,8,5,0,0
1949,PhD,Widow,51569.0,0,1,3317,39,380,0,47,6,0,34,4,7,1,7,8,1,0
1954,PhD,Married,72550.0,1,1,3795,39,826,50,317,50,38,38,9,5,2,12,8,0,0
1970,Master,Married,44511.0,1,0,3674,39,513,7,133,46,14,14,6,8,4,8,8,0,0
1955,2n Cycle,Married,62972.0,0,1,3951,39,313,15,47,20,0,192,2,7,4,3,6,1,0
1955,2n Cycle,Married,62972.0,0,1,3951,39,313,15,47,20,0,192,2,7,4,3,6,0,0
1989,PhD,Together,77845.0,0,0,3152,40,760,40,480,0,40,26,1,3,5,12,1,0,0
1975,PhD,Married,36663.0,1,0,3173,40,18,0,6,3,3,5,1,1,1,3,2,0,0
1976,Master,Married,53204.0,1,1,3209,40,29,0,8,2,0,6,1,1,0,3,4,0,0
1982,Master,Married,21059.0,1,0,3106,40,8,3,19,3,3,8,3,3,0,3,6,0,0
1953,Master,Married,67087.0,0,1,3302,40,329,35,222,130,35,43,2,7,5,8,4,0,0
1953,Graduation,Single,73892.0,0,0,3336,40,703,102,601,0,58,43,1,3,11,8,1,1,0
1992,Graduation,Together,75114.0,0,0,3461,40,571,12,523,63,60,24,1,3,10,5,2,0,0
1948,Graduation,Married,42192.0,0,0,3493,40,40,15,15,17,6,7,1,2,1,3,4,0,0
1960,Graduation,Married,31454.0,1,1,3495,40,28,0,11,0,0,9,3,2,0,3,8,0,0
1978,Graduation,Together,22775.0,1,0,3483,40,5,1,8,0,0,1,1,1,0,2,8,0,0
1978,Graduation,Together,22775.0,1,0,3483,40,5,1,8,0,0,1,1,1,0,2,8,0,0
1972,Graduation,Together,31590.0,1,0,3484,40,6,2,15,6,6,3,1,1,0,3,8,0,0
1972,Graduation,Married,80134.0,1,0,3513,40,1218,16,272,104,0,80,2,5,3,6,6,1,0
1972,Graduation,Married,80134.0,1,0,3513,40,1218,16,272,104,0,80,2,5,3,6,6,1,0
1972,Basic,Married,14188.0,0,0,3594,40,2,7,11,16,12,27,1,2,0,4,6,0,0
1985,PhD,Married,18169.0,1,0,3603,40,9,0,5,0,0,7,1,1,0,2,8,0,0
1956,Graduation,Married,62503.0,0,1,3604,40,478,0,193,110,75,117,4,8,3,11,5,0,0
1954,Graduation,Married,46734.0,0,1,3696,40,110,5,137,26,23,29,2,6,1,5,7,0,0
1991,PhD,Single,68126.0,0,0,3734,40,1332,17,311,23,51,86,1,7,4,5,9,1,0
1954,PhD,Married,52869.0,1,1,3730,40,84,3,61,2,1,21,3,3,1,4,7,1,0
1986,Graduation,Single,26576.0,1,0,3732,40,10,0,8,0,0,9,1,1,0,2,9,1,0
1976,Graduation,Single,75825.0,0,0,3674,40,1032,105,779,137,105,51,0,5,8,9,4,1,0
1950,Graduation,Married,57045.0,0,1,3797,40,296,13,104,11,13,17,3,4,2,9,3,0,0
1975,2n Cycle,Together,34984.0,1,1,3858,40,8,4,15,3,5,3,2,1,0,3,7,0,0
1973,Graduation,Married,27803.0,1,0,3780,40,8,26,46,38,9,49,2,3,0,4,8,0,0
1975,PhD,Married,69283.0,0,1,3123,41,674,62,134,0,26,8,4,7,3,13,5,0,0
1992,Basic,Single,18746.0,1,0,3139,41,2,10,11,12,9,20,2,3,0,3,6,0,0
1965,2n Cycle,Married,70924.0,0,0,3103,41,635,114,254,132,152,76,1,6,6,7,3,0,0
1965,2n Cycle,Married,70924.0,0,0,3103,41,635,114,254,132,152,76,1,6,6,7,3,0,0
1973,2n Cycle,Together,69401.0,0,1,3206,41,399,27,159,58,8,39,4,4,4,5,2,0,0
1976,Master,Divorced,75012.0,0,0,3263,41,294,142,218,164,58,151,1,3,8,11,1,0,0
1978,Master,Together,85738.0,0,0,3265,41,913,26,376,17,26,13,1,3,6,11,1,0,0
1975,Graduation,Together,60934.0,0,1,3271,41,224,155,155,192,93,54,2,6,4,11,4,0,0
1986,Master,Married,27161.0,1,0,3352,41,7,4,23,7,0,11,1,1,0,3,7,0,0
1961,PhD,Divorced,64325.0,0,1,3470,41,731,60,353,78,12,73,5,10,3,5,7,0,0
1973,Basic,Married,18978.0,1,0,3702,41,2,8,1,4,7,15,1,1,0,3,8,0,0
1977,Graduation,Married,41124.0,1,0,3714,41,281,7,84,15,0,119,7,7,3,4,8,0,0
1984,PhD,Single,39684.0,1,0,3674,41,19,0,35,6,4,17,2,2,1,2,7,1,1
1963,PhD,Married,53378.0,1,1,3751,41,489,6,152,8,6,132,10,9,4,6,8,1,0
1982,Graduation,Married,37040.0,0,0,3798,41,86,2,73,69,38,48,1,4,2,5,8,0,0
1977,Master,Married,78710.0,0,1,3145,42,721,0,152,119,50,50,3,7,6,12,4,0,0
1986,Graduation,Married,92910.0,0,0,3174,42,551,137,792,179,103,33,1,6,7,13,1,0,0
1976,Graduation,Together,36283.0,1,1,3184,42,6,5,5,8,0,5,2,1,0,3,4,0,0
1974,PhD,Together,79632.0,0,0,3072,42,471,0,510,99,21,12,1,6,4,9,2,0,0
1978,Graduation,Together,28587.0,1,0,2952,42,22,4,17,12,10,13,3,2,0,4,6,0,0
1981,Graduation,Together,88325.0,0,0,3166,42,519,71,860,93,27,53,1,6,2,9,2,0,0
1958,Master,Married,51412.0,0,1,3288,42,140,3,29,4,5,14,2,3,2,4,4,0,0
1952,2n Cycle,Divorced,63998.0,0,0,3299,42,176,29,818,0,33,112,1,7,6,11,4,1,0
1978,2n Cycle,Single,38593.0,1,0,3397,42,51,12,49,17,24,24,3,4,1,3,8,0,0
1977,Master,Married,27889.0,1,0,3526,42,14,0,4,0,0,8,1,1,1,2,6,0,0
1980,2n Cycle,Single,45889.0,0,1,3615,42,31,0,6,0,1,8,1,1,0,3,6,0,0
1967,PhD,Together,56575.0,0,2,3528,42,421,5,90,0,16,10,3,7,3,7,5,0,0
1979,Basic,Single,16014.0,1,1,3577,42,3,9,4,7,8,7,4,1,1,4,3,0,0
1958,Master,Single,61331.0,1,1,3377,42,534,5,47,0,5,41,5,11,1,6,8,0,0
1976,Master,Single,70893.0,0,0,3500,42,768,44,561,77,44,14,1,6,6,10,3,0,0
1979,Graduation,Married,2447.0,1,0,3501,42,1,1,1725,1,1,1,15,0,28,0,1,0,0
1957,Graduation,Single,64849.0,0,0,3701,42,652,48,350,94,84,108,1,9,3,6,5,1,0
1989,Graduation,Married,42387.0,1,0,3716,42,235,0,235,19,4,191,5,8,1,7,8,0,0
1995,2n Cycle,Single,80617.0,0,0,3674,42,594,51,631,72,55,32,1,4,6,8,2,0,0
1985,Graduation,Together,54006.0,1,0,3757,42,174,77,203,6,24,97,2,8,1,7,7,0,0
1978,Graduation,Together,16531.0,1,0,3119,43,2,13,6,7,5,11,3,3,0,3,7,0,0
1966,PhD,Together,30843.0,1,1,3142,43,24,0,2,0,0,9,2,1,1,2,5,0,0
1984,PhD,Married,18988.0,1,0,3145,43,6,0,6,2,1,1,2,1,0,3,7,0,0
1965,PhD,Married,81051.0,0,0,3145,43,1142,29,249,38,29,14,1,5,5,12,2,0,0
1988,Graduation,Single,39747.0,1,0,3185,43,80,15,93,20,13,52,3,5,1,4,8,0,0
1959,PhD,Single,34554.0,0,1,3199,43,41,1,6,2,0,5,2,2,0,3,6,0,0
1959,PhD,Married,52854.0,1,1,3205,43,105,0,10,0,1,0,2,2,1,4,5,0,0
1970,Graduation,Together,81205.0,0,0,3275,43,724,74,929,97,55,130,1,5,6,7,2,1,0
1970,PhD,Married,69084.0,1,0,3330,43,1181,107,199,39,30,30,2,7,3,13,8,0,0
1970,PhD,Married,69084.0,1,0,3330,43,1181,107,199,39,30,30,2,7,3,13,8,0,0
1974,PhD,Married,65352.0,0,1,3420,43,284,3,84,4,7,23,2,4,2,8,4,0,0
1972,Graduation,Married,22063.0,1,0,3433,43,7,10,13,3,11,11,2,2,0,3,7,0,0
1979,Graduation,Single,47691.0,0,1,3526,43,14,0,3,0,0,4,1,1,0,2,6,0,0
1968,PhD,Married,29187.0,1,0,3405,43,26,0,6,0,0,2,1,1,0,3,8,0,0
1972,Graduation,Single,72504.0,0,1,3498,43,604,26,470,123,161,94,2,5,9,6,2,0,0
1970,Graduation,Divorced,33986.0,1,0,3580,43,16,2,18,2,1,5,1,1,0,3,7,0,0
1986,Master,Together,42386.0,1,0,3640,43,65,4,16,0,4,11,1,3,0,3,8,0,0
1986,Master,Together,42386.0,1,0,3640,43,65,4,16,0,4,11,1,3,0,3,8,0,0
1953,PhD,Divorced,36957.0,1,1,3858,43,100,2,16,2,1,31,4,3,2,2,9,1,0
1988,Basic,Together,13724.0,1,0,3775,43,2,7,5,2,15,27,1,2,0,2,9,0,0
1967,Graduation,Married,42664.0,0,1,3211,44,21,0,3,0,0,0,1,1,0,3,6,0,0
1958,PhD,Together,37334.0,1,1,3231,44,26,1,16,2,2,15,4,3,0,4,4,0,0
1951,2n Cycle,Married,78497.0,0,0,3641,44,207,26,447,75,0,223,1,5,7,12,2,0,0
1951,2n Cycle,Married,78497.0,0,0,3641,44,207,26,447,75,0,223,1,5,7,12,2,0,0
1956,2n Cycle,Together,58821.0,0,1,3309,44,513,14,154,19,0,28,1,9,2,9,6,0,0
1953,Graduation,Together,58398.0,0,0,3519,44,299,5,201,21,21,49,3,5,4,8,4,0,0
1961,Master,Married,80950.0,0,0,3566,44,525,147,112,219,147,63,1,6,7,9,2,0,0
1980,PhD,Married,30732.0,1,0,3532,44,155,1,25,0,1,3,4,4,1,4,8,0,0
1966,2n Cycle,Single,89572.0,0,0,3760,44,606,24,974,197,194,64,1,7,7,9,4,1,0
1968,Graduation,Single,57107.0,0,1,3782,44,159,0,120,0,0,137,7,4,4,8,8,1,0
1970,Graduation,Single,76467.0,1,0,3789,44,676,161,426,210,44,58,2,2,5,5,6,1,0
1948,Graduation,Together,51315.0,0,0,3234,45,68,28,39,16,30,41,1,2,2,5,2,0,0
1966,Graduation,Single,43602.0,1,1,3014,45,19,5,12,10,3,19,3,3,1,2,6,0,0
1978,Graduation,Single,38643.0,1,1,3320,45,22,2,14,0,1,10,2,2,0,3,7,0,1
1951,Graduation,Single,49090.0,0,1,3453,45,494,5,82,7,0,100,3,7,2,9,7,0,0
1970,Graduation,Married,70617.0,0,0,3479,45,353,61,753,40,46,27,1,3,3,7,2,0,0
1970,PhD,Married,67536.0,0,1,3511,45,1253,0,447,23,71,35,3,11,5,11,8,0,0
1975,Graduation,Married,27573.0,1,0,3569,45,50,15,110,39,15,15,4,5,1,4,8,0,0
1979,2n Cycle,Divorced,13533.0,1,0,3377,45,12,3,8,8,0,17,2,2,0,3,7,0,0
1953,Graduation,Married,50725.0,0,1,3609,45,443,10,75,0,10,48,4,8,1,8,8,0,0
1978,Graduation,Together,25851.0,1,0,3347,45,9,4,18,7,5,5,2,2,0,3,7,0,0
1978,Graduation,Married,57113.0,1,1,3500,45,182,4,33,0,2,42,6,4,1,5,7,0,0
1945,Master,Together,62847.0,0,0,3638,45,521,168,706,80,76,61,1,3,6,4,2,0,0
1982,Graduation,Single,68627.0,0,0,3318,45,395,15,263,60,54,38,1,2,3,6,1,0,0
1983,Graduation,Married,25271.0,1,0,3886,45,10,1,18,10,4,7,1,1,1,2,9,0,0
1966,Graduation,Single,63810.0,0,1,3703,45,977,12,253,16,12,101,4,4,3,12,8,0,0
1966,Graduation,Single,63810.0,0,1,3703,45,977,12,253,16,12,101,4,4,3,12,8,0,0
1958,PhD,Together,65488.0,0,0,3124,46,603,45,207,36,18,54,1,3,4,6,1,0,0
1955,Master,Single,36927.0,1,1,3251,46,51,0,16,0,0,4,2,3,0,3,8,0,0
1977,Graduation,Married,22108.0,1,1,3071,46,5,3,9,6,2,6,2,2,0,3,7,0,0
1949,Graduation,Married,72025.0,0,0,3169,46,967,0,617,43,50,0,1,4,8,13,2,1,0
1975,Graduation,Married,33183.0,1,0,3233,46,7,5,39,17,15,37,2,4,0,3,7,0,0
1982,Master,Together,23661.0,1,0,3551,46,18,0,4,0,0,1,1,1,0,3,7,0,0
1977,2n Cycle,Together,25315.0,1,0,3461,46,1,9,8,11,3,22,3,3,0,3,8,0,0
1961,Graduation,Single,45938.0,0,0,3583,46,273,11,178,62,83,29,2,8,4,6,6,0,0
1988,Graduation,Single,66951.0,0,0,3611,46,277,162,305,173,76,124,1,3,4,7,1,0,0
1979,Graduation,Together,77298.0,0,1,3611,46,425,115,292,23,35,79,1,6,6,11,3,0,0
1979,Graduation,Together,77298.0,0,1,3611,46,425,115,292,23,35,79,1,6,6,11,3,0,0
1974,Master,Together,43018.0,0,1,3642,46,35,4,17,7,6,64,1,2,2,2,5,0,0
1969,Graduation,Married,75759.0,0,0,3355,46,1394,22,708,89,91,182,1,9,7,9,5,1,0
1989,PhD,Single,33996.0,0,0,3340,46,40,2,15,8,0,6,1,1,1,3,4,0,0
1989,PhD,Single,33996.0,0,0,3340,46,40,2,15,8,0,6,1,1,1,3,4,0,0
1970,Graduation,Divorced,54137.0,0,1,3425,46,171,0,11,0,1,20,2,4,1,4,6,0,0
1967,Graduation,Married,61223.0,0,1,3489,46,709,43,182,42,118,247,2,9,3,4,5,0,0
1968,PhD,Divorced,69674.0,0,2,3511,46,554,41,215,11,0,24,3,10,2,10,5,0,0
1972,Master,Single,49494.0,1,0,3538,46,191,9,97,0,6,82,2,6,1,5,7,0,0
1962,Graduation,Together,51195.0,1,1,3649,46,230,14,156,82,24,58,8,9,2,5,8,0,0
1975,2n Cycle,Married,37284.0,1,1,3565,46,11,1,2,2,1,6,1,0,0,3,6,0,0
1975,2n Cycle,Married,37284.0,1,1,3565,46,11,1,2,2,1,6,1,0,0,3,6,0,0
1978,Graduation,Together,42011.0,1,0,3568,46,131,0,16,2,1,39,4,3,1,4,8,0,0
1954,Graduation,Divorced,70044.0,0,1,3604,46,1073,0,250,153,14,14,4,7,10,5,5,0,0
1972,Graduation,Together,46053.0,1,0,3605,46,56,10,92,19,7,25,3,3,2,4,5,0,0
1981,Basic,Married,24480.0,1,0,3347,46,4,19,9,28,25,17,3,3,0,4,7,0,0
1977,Graduation,Married,54233.0,0,1,3561,46,652,8,158,21,0,142,4,11,6,5,8,0,0
1954,Graduation,Single,36130.0,0,1,3620,46,157,43,127,68,56,37,6,3,8,4,4,1,0
1975,PhD,Together,56559.0,0,1,3659,46,226,22,133,41,31,31,3,4,3,8,4,0,0
1992,Master,Single,92859.0,0,0,3726,46,962,61,921,52,61,20,1,5,4,12,2,0,0
1980,Graduation,Together,44010.0,1,0,3732,46,186,36,234,86,72,48,6,10,2,6,9,0,0
1963,Graduation,Married,80124.0,0,0,3111,47,483,84,398,205,84,241,1,3,7,8,1,0,0
1963,Graduation,Married,80124.0,0,0,3111,47,483,84,398,205,84,241,1,3,7,8,1,0,0
1980,Graduation,Married,50183.0,1,1,3112,47,97,12,84,13,10,15,7,3,1,6,5,0,0
1971,Graduation,Married,64722.0,1,0,3142,47,303,0,280,60,147,15,4,8,2,11,6,0,0
1976,PhD,Together,37395.0,1,0,3252,47,18,0,9,0,1,11,1,1,0,3,6,0,0
1968,Master,Married,29543.0,2,0,3284,47,17,3,18,3,4,18,2,3,1,2,7,0,0
1968,Graduation,Married,19514.0,1,1,3262,47,14,3,21,2,1,28,4,3,1,2,8,1,0
1968,Graduation,Married,19514.0,1,1,3262,47,14,3,21,2,1,28,4,3,1,2,8,0,0
1975,Graduation,Together,59481.0,0,1,3357,47,178,3,85,71,66,58,2,3,3,8,2,0,0
1947,Master,Single,91712.0,0,0,3363,47,1276,24,746,94,29,48,0,9,7,11,3,1,0
1975,Graduation,Together,80144.0,0,0,3380,47,240,132,445,250,192,108,1,3,7,8,1,0,0
1972,PhD,Married,59973.0,0,0,3340,47,130,30,168,20,34,0,1,3,4,7,1,0,0
1974,PhD,Single,68352.0,0,1,3413,47,614,16,132,43,33,33,3,8,5,9,6,0,0
1975,Master,Single,81169.0,0,0,3549,47,1288,20,613,80,61,27,1,5,7,9,2,0,0
1975,Graduation,Married,61456.0,0,1,3567,47,563,76,384,84,192,89,4,6,10,13,4,0,0
1966,Basic,Together,22634.0,0,0,3637,47,2,23,11,8,6,46,1,2,1,2,8,0,0
1966,Basic,Together,22634.0,0,0,3637,47,2,23,11,8,6,46,1,2,1,2,8,0,0
1975,Graduation,Married,23957.0,1,0,3717,47,2,1,18,20,11,16,1,2,0,3,6,1,0
1973,Graduation,Married,33471.0,1,0,3674,47,43,2,27,0,9,12,3,3,0,4,7,0,0
1950,PhD,Together,52157.0,0,1,3101,48,189,2,29,3,2,40,2,3,2,5,4,0,0
1985,PhD,Single,30298.0,0,0,3149,48,6,3,12,6,1,0,1,1,1,3,3,0,0
1950,PhD,Widow,56551.0,1,1,3102,48,67,4,32,17,2,16,3,2,1,4,4,0,0
1950,PhD,Widow,56551.0,1,1,3102,48,67,4,32,17,2,16,3,2,1,4,4,0,0
1957,Master,Together,65487.0,0,0,3014,48,240,67,500,199,0,163,3,3,5,6,2,0,0
1952,Graduation,Single,44213.0,1,1,3320,48,95,11,35,0,4,7,4,2,1,5,6,0,0
1974,PhD,Married,40344.0,0,1,3367,48,210,0,6,0,0,2,2,4,1,5,7,0,0
1978,Graduation,Together,57867.0,1,0,3643,48,344,35,178,15,23,17,7,7,2,9,6,0,0
1973,Graduation,Married,25410.0,1,0,3410,48,2,2,4,13,13,4,1,1,0,4,4,0,0
1970,Graduation,Married,13260.0,1,1,3418,48,9,4,17,10,2,7,4,3,0,3,8,0,0
1991,Graduation,Married,42691.0,0,0,3425,48,179,2,64,38,17,58,1,5,1,6,5,0,0
1970,Master,Married,36138.0,1,1,3456,48,130,0,16,0,0,5,5,3,1,4,7,0,0
1972,Master,Married,57136.0,1,1,3403,48,306,5,109,21,109,92,9,5,2,10,6,0,0
1955,Graduation,Widow,58275.0,1,1,3616,48,189,10,253,56,43,64,6,8,2,7,7,0,0
1957,PhD,Divorced,54237.0,0,1,3536,48,267,3,30,4,0,57,4,5,2,5,6,0,0
1974,PhD,Married,34596.0,1,0,3550,48,14,0,2,0,0,7,1,1,0,2,8,1,0
1974,PhD,Married,34596.0,1,0,3550,48,14,0,2,0,0,7,1,1,0,2,8,0,0
1961,Master,Together,74881.0,1,1,3438,48,505,72,270,36,27,54,4,9,2,12,5,0,0
1961,Master,Together,74881.0,1,1,3438,48,505,72,270,36,27,54,4,9,2,12,5,0,0
1970,Graduation,Divorced,44267.0,1,1,3597,48,183,5,65,3,5,49,5,5,2,4,9,0,0
1988,Graduation,Married,68487.0,0,0,3640,48,758,12,385,33,89,89,1,9,7,13,4,0,0
1988,Graduation,Married,68487.0,0,0,3640,48,758,12,385,33,89,89,1,9,7,13,4,0,0
1959,Graduation,Single,80982.0,1,1,3440,48,505,137,401,104,22,22,3,11,5,11,5,0,1
1980,Graduation,Together,69508.0,1,0,3700,48,824,32,162,42,32,43,2,11,4,11,6,0,0
1961,PhD,Together,63342.0,0,1,3729,48,918,21,118,13,10,21,3,8,3,5,6,0,0
1961,PhD,Together,63342.0,0,1,3729,48,918,21,118,13,10,21,3,8,3,5,6,1,0
1961,Graduation,Single,82014.0,0,0,3786,48,980,37,265,35,163,31,1,3,6,12,6,1,0
1959,Graduation,Widow,76320.0,0,1,3115,49,526,35,214,69,53,35,2,6,3,4,2,0,0
1954,Graduation,Divorced,64587.0,1,1,3115,49,66,0,16,0,6,20,2,1,1,4,3,0,0
1975,Graduation,Married,74190.0,0,1,2949,49,151,81,86,168,91,64,2,4,2,11,2,0,0
1979,Master,Married,32765.0,1,0,3234,49,13,3,17,7,3,3,2,2,0,4,5,0,0
1975,2n Cycle,Married,22212.0,1,0,3398,49,5,9,20,6,8,21,2,2,0,4,6,0,0
1989,Graduation,Single,18358.0,1,0,3329,49,6,8,19,16,4,4,3,3,0,4,7,0,0
